1.42,1.6,1.26,0.94,0.74
1.44,1.6,1.34,1.36,0.92
1.36,1.46,1.2,1.36,1.02
1.32,1.76,1.1,0.76,1.04
1.24,1.62,1.34,0.9,0.96
1.24,1.28,1.08,1.02,0.8
1.3,1.64,1,1.56,1.02
1.42,1.6,0.68,0.88,1.14
1.34,1.5,1.04,1.24,1.1
1.34,1.4,1.24,1.1,1.08
1.38,1.46,1.16,1.06,0.98
