1.64,1.28,2,1.72,1.42,1.1,1.18
1.44,1.3,1.7,1.38,1.58,1.1,0.76
1.42,1.52,1.82,1.96,1.64,1.32,0.76
1.42,1.42,2,1.58,1.5,1.3,0.76
1.62,1.6,1.86,1.72,1.7,1.48,0.68
1.44,1.38,1.82,1.58,1.78,1.46,0.84
1.52,1.5,1.82,1.9,1.84,1.64,0.8
1.52,1.38,1.9,1.94,1.84,1.02,0.8
1.56,1.68,1.54,2.02,1.66,1.2,1.1
1.76,1.78,1.64,1.72,1.64,1.26,0.84
