1.14,1.66,1.24,1.1,1.26
1.6,1.58,1.28,0.92,1.26
1.46,1.5,1.56,1.16,1.12
1.6,1.6,1.36,0.9,0.78
1.56,1.56,1.22,1.04,1.08
1.5,1.54,1.38,1.06,1.26
1.5,1.58,1.1,0.96,1.46
1.44,1.7,1.22,1.16,1.24
1.46,1.44,1.2,0.92,1.28
1.64,1.62,1.24,1.14,1.14
