1.48,1.5,1.4,1.56,1.18
1.56,1.28,1.34,1.48,1.26
1.56,1.26,1.28,1.42,1.46
1.8,1.24,1.62,1.54,1.28
1.7,1.52,1.6,1.56,1.32
1.58,1.6,1.82,1.58,1.28
1.66,1.7,1.44,1.6,1.48
1.58,1.56,1.68,1.68,1.28
1.6,1.5,1.92,1.54,1.1
1.94,1.7,1.42,1.8,1.28
